Source,Target,Test Case Number,Migrate,TP,FP,TN,FN
Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,17,"0, 4, 5, 6, 8, 9, 11, 13, 14, 15, 16","0, 4, 5, 6, 8, 9, 11, 13, 14, 15, 16",,"1, 2, 3, 7, 10, 12"
Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,17,"0, 4, 11, 13, 14, 15, 16","0, 4, 11, 13, 14, 15, 16",,"1, 2, 3"
Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,17,"0, 2, 3, 4, 5, 6, 8, 9, 11, 13, 14, 15, 16","0, 2, 3, 4, 5, 6, 8, 9, 11, 13, 14, 15, 16",,"1, 7, 10, 12"
Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,17,"0, 4, 11, 13, 14, 15, 16","0, 4, 11, 13, 14, 15, 16",,"1, 2, 3, 5, 6, 7, 8, 9, 10, 12"
Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,17,"0, 3, 4, 11, 13, 14, 15","0, 4, 11, 13, 14, 15",3,"1, 2, 5, 6, 7, 8, 9, 10, 12, 16"
Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,17,"0, 4, 5, 11, 13, 14, 15","0, 4, 5, 11, 13, 14, 15",,"1, 2, 3, 6, 7, 8, 9, 10, 12, 16"
Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,17,"0, 4, 11, 13, 14, 15, 16","0, 4, 11, 13, 14, 15, 16",,"1, 2, 3, 6, 7, 8, 9, 10, 12, 16"
MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,CoolCats_0x1A92f7381B9F03921564a437210bB9396471050C,6,"0, 1, 2, 4","0, 1, 2, 4",,"3, 5"
MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,mfers_0x79FCDEF22feeD20eDDacbB2587640e45491b757f,6,"0, 1, 2, 4","0, 1, 2, 4",,"3, 5"
MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,6,"0, 1, 2, 3, 4, 5","0, 1, 2, 3, 4, 5",,
MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,6,"0, 1, 4","0, 1, 4",,"2, 3, 5"
MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6,"0, 1, 2, 4","0, 1, 2, 4",,
MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,6,"0, 1, 4","0, 1, 4",,"2, 3, 5"
MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,6,"0, 1, 4","0, 1, 4",,"2, 3, 5"
MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,6,"0, 1, 4","0, 1, 4",,"2, 3, 5"
MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,6,"0, 1, 3, 4","0, 1, 3, 4",,"2, 5"
CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,CoolCats_0x1A92f7381B9F03921564a437210bB9396471050C,14,"0, 1, 2, 3, 4, 6, 8, 13","0, 1, 2, 3, 4, 6, 8, 13",,5
CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,mfers_0x79FCDEF22feeD20eDDacbB2587640e45491b757f,14,"0, 1, 2, 3, 4, 13","0, 1, 2, 3, 4, 13",,"5, 6, 7, 8, 9, 10, 11, 12"
CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,14,"0, 1, 2, 3, 4, 5, 6, 8, 13","0, 2, 3, 4, 6, 8, 13","1, 5","10, 11, 12"
CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,14,"0, 1, 2, 3, 4, 5, 6, 8, 13","0, 2, 3, 4, 6, 8, 13","1, 5","10, 11, 12"
CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,14,"0, 1, 2, 3, 4, 5, 6, 8, 13","0, 2, 3, 4, 6, 8, 13","1, 5","10, 11, 12"
CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,14,"0, 1, 2, 3, 4, 13","0, 1, 2, 3, 4, 13",,"5, 6, 7, 8, 9, 10, 11, 12"
CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,14,"0, 2, 3, 4, 8, 13","0, 2, 3, 4, 8, 13",,"1, 5, 6, 7, 9, 10, 11, 12"
CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,14,"0, 2, 3, 4, 8, 13","0, 2, 3, 4, 13",8,"1, 5, 6, 7, 9, 10, 11, 12"
CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,14,"0, 1, 2, 3, 4, 5, 6, 8, 13","0, 1, 2, 3, 4, 5, 6, 8, 13",,"7, 9, 10, 11, 12"
BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,CoolCats_0x1A92f7381B9F03921564a437210bB9396471050C,12,"0, 2, 8, 10","0, 2, 8",10,"1, 3, 6, 7, 9, 11"
BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,mfers_0x79FCDEF22feeD20eDDacbB2587640e45491b757f,12,"0, 1, 2, 3, 6, 8, 9, 10","0, 1, 2, 6, 8, 9","3, 10","7, 11"
BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,12,"0, 2, 3, 4, 5, 8, 9","0, 2, 3, 4, 5, 8, 9",,"1, 6, 7, 10, 11"
BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,12,"0, 2, 3, 4, 5, 8, 9, 10","0, 2, 3, 4, 5, 8, 9",10,"1, 6, 7, 11"
BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,12,"0, 2, 8, 9","0, 2, 8, 9",,"1, 3, 6, 7, 10, 11"
BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,12,"0, 2, 8, 9","0, 2, 8, 9",,"1, 3, 6, 7, 10, 11"
BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,12,"0, 2, 8, 10","0, 2, 8, 10",,"1, 3, 4, 5, 6, 7, 9, 11"
BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,12,"0, 2, 3, 8","0, 2, 8",3,"1, 4, 5, 6, 7, 9, 10, 11"
BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,12,"0, 2, 8, 9","0, 2, 8, 9",,"1, 3, 4, 5, 6, 7, 10, 11"
Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,CoolCats_0x1A92f7381B9F03921564a437210bB9396471050C,16,"0, 2, 4, 6, 7, 9, 10","0, 2, 4, 6, 7, 9, 10",,"1, 3, 5, 8"
Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,mfers_0x79FCDEF22feeD20eDDacbB2587640e45491b757f,16,"0, 1, 2, 3, 4, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 7, 8, 9, 10",,"5, 11, 12, 13, 14, 15"
Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,16,"0, 2, 3, 4, 6, 7, 9, 10","0, 2, 3, 4, 6, 7, 9, 10",,"1, 5"
Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,16,"0, 2, 3, 4, 6, 7, 9, 10","0, 2, 3, 4, 6, 7, 9, 10",,"1, 5"
Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,16,"0, 1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15","0, 1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15",,"3, 5"
Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,16,"0, 2, 3, 4, 6, 7, 9, 10","0, 2, 3, 4, 6, 7, 9, 10",,"1, 5"
Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,16,"0, 2, 4, 6, 9","0, 2, 4, 6, 9",,"1, 3, 5, 7, 8, 10, 11, 12, 13, 14, 15"
Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,16,"0, 2, 4, 6, 9, 10","0, 2, 6, 10","4, 9","1, 3, 5, 7, 8, 11, 12, 13, 14, 15"
Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,16,"0, 2, 4, 6, 9","0, 2, 4, 6, 9",,"1, 3, 5, 7, 8, 10, 11, 12, 13, 14, 15"
Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,CoolCats_0x1A92f7381B9F03921564a437210bB9396471050C,6,"0, 1, 2, 4","0, 1, 2, 4",,"3, 5"
Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,mfers_0x79FCDEF22feeD20eDDacbB2587640e45491b757f,6,"0, 1, 2, 4","0, 1, 2, 4",,"3, 5"
Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,6,"0, 1, 2, 4, 5","0, 1, 2, 4, 5",,3
Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,6,"0, 1, 2, 4, 5","0, 1, 2, 4, 5",,3
Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,6,"0, 1, 2, 4","0, 1, 2, 4",,"3, 5"
Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6,"0, 1, 2, 4","0, 1, 2, 4",,"3, 5"
Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,6,"0, 1, 2, 4","0, 1, 2, 4",,"3, 5"
Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,6,"0, 1, 2, 4","0, 1, 2, 4",,"3, 5"
Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,6,"0, 1, 2, 4","0, 1, 2, 4",,"3, 5"
PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,CoolCats_0x1A92f7381B9F03921564a437210bB9396471050C,6,"0, 1, 3, 4, 5","0, 1, 3, 4, 5",,2
PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,mfers_0x79FCDEF22feeD20eDDacbB2587640e45491b757f,6,"0, 4, 5","0, 4, 5",,"1, 2, 3"
PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,6,"0, 4, 5","0, 4, 5",,"1, 2, 3"
PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,6,"0, 4, 5","0, 4, 5",,"1, 2, 3"
PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,6,"0, 4, 5","0, 4, 5",,"1, 2, 3"
PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,6,"0, 4, 5","0, 4, 5",,"1, 2, 3"
PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,6,"0, 4, 5","0, 4, 5",,"1, 2, 3"
PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,6,"0, 5","0, 5",,"1, 2, 3, 4"
PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,6,"0, 5","0, 5",,"1, 2, 3, 4"
IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,CoolCats_0x1A92f7381B9F03921564a437210bB9396471050C,10,"0, 2, 3, 8, 9","0, 2, 3, 8, 9",,"1, 4, 5, 6, 7"
IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,mfers_0x79FCDEF22feeD20eDDacbB2587640e45491b757f,10,"0, 2, 3, 4, 7, 8, 9","0, 2, 3, 8, 9","4, 7","1, 5, 6"
IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,Miladys_0x5Af0D9827E0c53E4799BB226655A1de152A425a5,10,"0, 2, 3, 4, 7, 8, 9","0, 2, 3, 8, 9","4, 7","1, 5, 6"
IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,MutantApeYachtClub_0x60E4d786628Fea6478F785A6d7e704777c86a7c6,10,"0, 2, 3, 4, 5, 7, 8, 9","0, 2, 3, 7, 8, 9","4, 7","1, 6"
IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,CoolmansUniverse_0xa5C0Bd78D1667c13BFB403E2a3336871396713c5,10,"0, 2, 4, 8, 9","0, 2, 8, 9",4,"1, 3, 5, 6, 7"
IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,BoredApeYachtClub_0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,10,"0, 2, 3, 4, 6, 7, 8, 9","0, 2, 3, 6, 7, 8, 9",4,"1, 5"
IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,Doodles_0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e,10,"0, 2, 8, 9","0, 2, 8, 9",,"1, 3, 4, 5, 6, 7"
IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,Azuki_0xED5AF388653567Af2F388E6224dC7C4b3241C544,10,"0, 2, 8, 9","0, 2, 8, 9",,"1, 3, 4, 5, 6, 7"
IO_0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA,PudgyPenguins_0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,10,"0, 2, 8, 9","0, 2, 8, 9",,"1, 3, 4, 5, 6, 7"
